property_name,reviewer,date,stars,heading,review 
Rohan Upavan,Guest User,20/12/2020,4,Nice project location,"Rohan Upavan is a residential ready to move project situated at hennur main road this project provides well designed 1,2 and 3 BHK properties with all the major amenities such as swimming pool club house Gym jogging track landscape garden etc."
Rohan Upavan,Guest User,19/12/2020,4,Good project,Rohan Upavan is residential under construction project located in Hennur with all upcoming amenities and facilities with 24 hours security and lots of open space.
Rohan Upavan,Vijay,17/07/2020,5,Rohan Upavan.,Its a project situated in the north side of Bangalore. It is an under construction project. It equipped with all modern amenities and view of the apartment is very green and fresh.
Rohan Upavan,Vinod,05/09/2018,4,Hennur Main Road,?
CR Silver Woods,Anitha ,24/07/2013,4,OMBR Layout Banaswadi Review.,?
DS Max Sonata,Guest User,31/12/2020,4,neighborhood is very good,Thi is an under construction Residential project coming up in a peaceful location. Good connectivity to City area and public transportation. Neighborhood is very good and clean. All facilities available near by this project
DS Max Sonata,Gaurav Gupta,12/10/2020,4,DS Max Sonata.,"A great housing society where inhabitants live as one single family. DS Max Sonata has a well-equipped gym, party hall, and also a swimming pool."
DS Max Sonata,Guest User,31/12/2020,4,neighborhood is very good,Thi is an under construction Residential project coming up in a peaceful location. Good connectivity to City area and public transportation. Neighborhood is very good and clean. All facilities available near by this project
DS Max Sonata,Gaurav Gupta,12/10/2020,4,DS Max Sonata.,"A great housing society where inhabitants live as one single family. DS Max Sonata has a well-equipped gym, party hall, and also a swimming pool."
DS Max Sonata,Harendra,19/04/2016,4,Chikkabanavara.,?
Veracious Rose Dale,Guest User,07/02/2021,4,Spacious flats,"Nice project resale flats are available, price are good, flats are spacious, project has nice greenry and good surroundings."
Veracious Rose Dale,Guest User,07/02/2021,4,Spacious flats,"Nice project resale flats are available, price are good, flats are spacious, project has nice greenry and good surroundings."
Veracious Rose Dale,Jayapala,12/02/2019,5,Whitefield.,?
Sobha SOBHA RUBY,Guest User,04/02/2021,4,Good apartment,"Good Apartment, opposite to metro station, homes are available at budget price, lots of greenry around and well maintained place."
Sobha SOBHA RUBY,Guest User,18/10/2020,5,Sobha Ruby project. ,"Sobha Ruby has nice surrounding areas such as Tumkur Road. On this location, many other projects are undergoing because of connectivity. All facilities are near by like Schools, Hotels, Shopping Complex, and Malls. Nice amenities include Gymnasium, Swimming pool, Children's Play area, Clubhouse, Mul... Read More"
Sobha SOBHA RUBY,Guest User,04/02/2021,4,Good apartment,"Good Apartment, opposite to metro station, homes are available at budget price, lots of greenry around and well maintained place."
Sobha SOBHA RUBY,Guest User,18/10/2020,5,Sobha Ruby project. ,"Sobha Ruby has nice surrounding areas such as Tumkur Road. On this location, many other projects are undergoing because of connectivity. All facilities are near by like Schools, Hotels, Shopping Complex, and Malls. Nice amenities include Gymnasium, Swimming pool, Children's Play area, Clubhouse, Mul... Read More"
Sobha SOBHA RUBY,Guest User,18/08/2020,5,Good Project.,"Sobha Ruby is a multistorey residential project comes in Peenya, Tumkur Road. The project offers all unique Amenities and facilities with 24 hours security and CCTV available in the project and can be accessed to many major places like, Schools, Hospitals, mall's, super markets Etc."
Sobha SOBHA RUBY,Raj,04/04/2016,5,Tumkur Road.,?
Provident Park Square,Guest User,06/10/2020,5,Good Project.,"Nice project with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It is very peaceful and very strategically located close to Kanakapura road."
Provident Park Square,Guest User,05/10/2020,5,Nice project.,"Budget homes with good quality, good for living and small rentals rather than Investment gated apartment complex with gym, pool, and grocery store inside."
Provident Park Square,Guest User,06/10/2020,5,Good Project.,"Nice project with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It is very peaceful and very strategically located close to Kanakapura road."
Provident Park Square,Guest User,05/10/2020,5,Nice project.,"Budget homes with good quality, good for living and small rentals rather than Investment gated apartment complex with gym, pool, and grocery store inside."
Provident Park Square,White Leaf Property Solutions,13/06/2017,4,Kanakapura Road.,?
Brigade Buena Vista,Guest User,13/06/2021,4,Nice project.,This project is situated in OMR road with good main road connectivity for it a well-maintained project with good quality of construction. All amenities inside project unique designed flats with more spacious.
Brigade Buena Vista,Guest User,10/06/2021,4,Happy To Stay Here,This is very comfortable and very good appartment complex in the city. And has all the facilities available here. Worth to buy...
Brigade Buena Vista,Guest User,13/06/2021,4,Nice project.,This project is situated in OMR road with good main road connectivity for it a well-maintained project with good quality of construction. All amenities inside project unique designed flats with more spacious.
Brigade Buena Vista,Guest User,10/06/2021,4,Happy To Stay Here,This is very comfortable and very good appartment complex in the city. And has all the facilities available here. Worth to buy...
Brigade Buena Vista,Guest User,04/06/2021,5,Nice project.,Brigade Buena Vista is one of the popular residential ready-to-move apartments developed by Brigade Group Pvt Ltd. This project is located in prime area old Madras road Bangalore. It is one of the lovely places to live the project provides various 2 and 3 luxurious homes with well-planned facilities... Read More
Brigade Buena Vista,Guest User,26/12/2020,4,Nice project,Good and best project have good transport facility around and have good facilities like nearby supermarkets and restaurants hospitals and have good amenities like Amphitheater Badminton Court Basket Ball Court Club House Cricket Court Gym Jogging Track Landscaped Garden Lift Party Area Play Area Sec... Read More
Brigade Buena Vista,Guest User,23/12/2020,4,Good project.,"Brigade buena vista is a residential luxury apartment located on Budigere Cross. The building quality and construction are good, beautiful landscaping with all modern amenities and facilities are available."
Brigade Buena Vista,Guest User,23/12/2020,4,Good project.,It is one of the popular apartments in the City. It is well-connected to every daily need. It offers all major amenities and very cleaned and maintained services.
Brigade Buena Vista,Guest User,22/12/2020,4,Good project.,Brigade Buena Vista is ready to move apartment developed by Brigade Group Pvt Ltd located at Old Madras Road. It is a lovely place to live with comfort. The project provides 2 and 3 BHK flats with great ventilation. The project also offers world-class amenities.
Brigade Buena Vista,Guest User,07/11/2020,4,Nice project.,"Brigade has kept its reputation as one of the top builders, the property seems very good, build quality is good, the garden has a lot of green areas, the playing area is also very good."
Brigade Buena Vista,Guest User,30/10/2020,4,Good project.,"The quality of construction is good. The project looks promising, decent open space and location wise also good, many roads are proposed, within the radius of the project, Peripheral ring road."
Brigade Buena Vista,Aje,06/03/2016,4,Old Madras Road.,?
SJR Primecorp Blue Waters,Guest User,06/10/2020,3,Nice Project.,SJR Primecorp blue waters is a good society with lots of amenities and have a large open space to walk with families and your children. It can be a great option to buy a flat and live peacefully with your family.
SJR Primecorp Blue Waters,Guest User,03/10/2020,3,SJR Primecorp Blue Waters.,SJR Primecorp Blue Waters has a good apartment complex and the construction is still pending has it is a big project to work on. Excellent construction quality and it can be a great choice to buy a flat if someone is ready to wait for 3-4 years.
